Time	X	Y	Theta	LS_X	LS_Y	RS_X	RS_Y	RsRoL	RsRoR	VL	VR
3547956600.078976	50.148947	551.209143	184.358978	42.600174	556.109758	57.697720	546.308529	0.004922	0.027008	1.363636	1.568915
3547956600.719428	50.273542	551.231991	183.247971	42.532040	546.641876	58.015043	555.822106	0.014660	0.022577	1.373412	1.564027
3547956601.379893	50.267542	551.222736	183.179993	42.855707	546.117376	57.679378	556.328095	0.004922	0.009116	1.363636	1.549365
3547956602.047363	50.274687	551.229514	183.212387	42.701384	546.366893	57.847990	556.092135	0.004922	-0.004602	1.363636	1.534702
3547956602.704830	50.270152	551.225421	183.173798	42.890087	546.074243	57.650218	556.376599	-0.014980	-0.000000	1.344086	1.539589
3547956603.374300	50.280812	551.229920	183.284531	42.376706	546.925839	58.184917	555.534001	0.004922	0.013631	1.363636	1.554252
3547956604.070791	50.266634	551.226581	183.177643	42.866816	546.103819	57.666452	556.349343	-0.004957	-0.000000	1.353861	1.539589
3547956604.803309	50.266921	551.228444	183.253143	42.501780	546.678435	58.032062	555.778453	-0.000000	-0.000000	1.358749	1.539589
3547956605.508805	50.270429	551.232623	183.224548	42.638552	546.462460	57.902306	556.002786	-0.004957	-0.004602	1.353861	1.534702
3547956606.255332	50.261040	551.225141	183.233017	42.589041	546.519780	57.933040	555.930502	-0.025149	-0.018584	1.334311	1.520039
3547956606.934813	50.271994	551.228336	183.257339	42.487829	546.710951	58.056159	555.745722	-0.004957	-0.009233	1.353861	1.529814
3547956607.575271	50.261514	551.224509	183.162155	42.941920	545.987760	57.581108	556.461258	-0.004957	-0.000000	1.353861	1.539589
3547956608.285767	50.272342	551.224789	183.241577	42.560346	546.585274	57.984339	555.864305	-0.000000	-0.009233	1.358749	1.529814
3547956608.969248	50.272701	551.229902	183.288010	42.353670	546.953345	58.191733	555.506458	-0.000000	-0.028057	1.358749	1.510264
3547956609.655733	50.272005	551.233589	183.142792	43.055178	545.856098	57.488832	556.611080	0.029010	-0.009233	1.388074	1.529814
3547956610.353225	50.260330	551.226721	183.252625	42.497550	546.672684	58.023109	555.780758	-0.020046	-0.018584	1.339198	1.520039
3547956611.050717	50.279882	551.229514	183.149216	43.028659	545.898494	57.531104	556.560534	-0.000000	-0.004602	1.358749	1.534702
3547956611.816257	50.273972	551.233657	183.333328	42.169330	547.320248	58.378615	555.147066	0.019477	-0.018584	1.378299	1.520039
3547956612.444700	50.276791	551.234766	183.245514	42.546589	546.625647	58.006992	555.843886	-0.020046	-0.004602	1.339198	1.534702
3547956613.120176	50.278956	551.229848	183.234467	42.600143	546.535613	57.957768	555.924083	-0.004957	-0.018584	1.353861	1.520039
3547956613.817667	50.275128	551.226197	183.228882	42.622652	546.489151	57.927605	555.963242	-0.009950	-0.004602	1.348974	1.534702
3547956614.503152	50.271667	551.228792	183.172791	42.896794	546.070185	57.646541	556.387400	-0.009950	-0.023305	1.348974	1.515152
3547956615.178628	50.271416	551.231252	183.259140	42.479130	546.727889	58.063703	555.734614	-0.004957	0.009116	1.353861	1.549365
3547956615.856106	50.268282	551.226829	183.250305	42.516086	546.654799	58.020478	555.798858	-0.004957	-0.013893	1.353861	1.524927
3547956616.546598	50.276231	551.227493	183.293976	42.331825	546.998258	58.220636	555.456727	-0.030290	-0.018584	1.329423	1.520039
3547956617.224071	50.277624	551.227934	183.214111	42.695948	546.378379	57.859300	556.077490	-0.014980	-0.009233	1.344086	1.529814
3547956617.938577	50.272820	551.226319	183.256653	42.491758	546.703589	58.053882	555.749048	-0.014980	-0.013893	1.344086	1.524927
3547956618.657087	50.269503	551.234275	183.162842	42.946314	546.002553	57.592691	556.465997	-0.025149	-0.023305	1.334311	1.515152
3547956619.363588	50.269258	551.223895	183.230942	42.607040	546.502624	57.931477	555.945167	-0.009950	0.009116	1.348974	1.549365
3547956620.019048	50.277735	551.225967	183.299438	42.310345	547.040193	58.245124	555.411741	-0.009950	-0.009233	1.348974	1.529814
3547956620.688516	50.272924	551.222912	183.253265	42.507228	546.673850	58.038621	555.771973	-0.009950	0.009116	1.348974	1.549365
3547956621.389009	50.275100	551.224929	183.247116	42.537523	546.628201	58.012676	555.821658	-0.009950	-0.013893	1.348974	1.524927
3547956622.041471	50.280894	551.222754	183.300262	42.310059	547.043546	58.251730	555.401961	-0.014980	-0.023305	1.344086	1.515152
