Time	X	Y	Theta	LS_X	LS_Y	RS_X	RS_Y	RsRoL	RsRoR	VL	VR
3547503275.113308	32.541649	551.373715	179.039673	32.261719	560.369360	32.821580	542.378069	0.008838	-0.000000	1.642229	1.739980
3547503275.776776	32.553756	551.369816	178.869980	30.758663	560.188979	34.348848	542.550652	0.008838	-0.013035	1.642229	1.725318
3547503276.464267	32.553903	551.379736	178.953644	31.502075	560.318061	33.605731	542.441410	0.004432	0.004296	1.637341	1.744868
3547503277.125728	32.564047	551.366671	178.922897	31.237938	560.268437	33.890156	542.464905	0.004432	-0.008665	1.637341	1.730205
3547503277.787195	32.557872	551.376138	178.976257	31.708423	560.335962	33.407321	542.416315	0.000000	-0.008665	1.632454	1.730205
3547503278.446660	32.555324	551.373625	179.020126	32.099625	560.362081	33.011024	542.385169	-0.017997	-0.004320	1.612903	1.735093
3547503279.119134	32.563691	551.372203	178.986664	31.807527	560.340381	33.319856	542.404025	-0.008944	-0.004320	1.622678	1.735093
3547503279.833637	32.553441	551.376332	178.959747	31.556188	560.320911	33.550695	542.431754	-0.013457	0.008568	1.617791	1.749756
3547503280.551144	32.545200	551.372677	178.989120	31.811070	560.342686	33.279330	542.402669	-0.013457	0.004296	1.617791	1.744868
3547503281.222618	32.540393	551.373503	179.036865	32.235207	560.368327	32.845578	542.378679	-0.017997	-0.008665	1.612903	1.730205
3547503281.896094	32.543895	551.372099	178.922165	31.211266	560.272891	33.876524	542.471307	0.000000	-0.013035	1.632454	1.725318
3547503282.590582	32.558473	551.375733	179.014313	32.050527	560.361387	33.066420	542.390078	0.004432	-0.013035	1.637341	1.725318
3547503283.247046	32.561672	551.374821	178.950485	31.481617	560.309779	33.641727	542.439862	-0.013457	-0.004320	1.617791	1.735093
3547503283.892508	32.534657	551.373941	178.982193	31.738406	560.338649	33.330909	542.409233	0.000000	-0.004320	1.632454	1.735093
3547503284.557972	32.559599	551.373309	178.991013	31.842442	560.344691	33.276756	542.401928	0.008838	-0.035258	1.642229	1.700880
3547503285.214434	32.556251	551.372591	178.975327	31.698462	560.331620	33.414039	542.413562	-0.013457	-0.000000	1.617791	1.739980
3547503285.941948	32.563851	551.373801	178.917496	31.189678	560.268274	33.938025	542.479328	0.004432	-0.004320	1.637341	1.735093
3547503286.577396	32.555314	551.372641	178.984589	31.780540	560.339231	33.330087	542.406052	-0.013457	-0.008665	1.617791	1.730205
3547503287.210842	32.562731	551.369374	178.967865	31.638119	560.321753	33.487343	542.416995	-0.004459	-0.004320	1.627566	1.735093
3547503287.878314	32.553856	551.372257	179.032730	32.211478	560.365742	32.896234	542.378772	-0.008944	-0.008665	1.622678	1.730205
3547503288.529773	32.546830	551.364441	179.106140	32.864994	560.358816	32.228666	542.370067	-0.008944	0.004296	1.622678	1.744868
3547503289.165222	32.552991	551.372325	178.976868	31.709011	560.332666	33.396971	542.411985	-0.036436	-0.017429	1.593353	1.720430
3547503289.812677	32.557538	551.370922	178.997513	31.898712	560.346775	33.216364	542.395068	-0.022565	-0.004320	1.608016	1.735093
3547503290.485153	32.557116	551.375697	178.917908	31.186607	560.270735	33.927625	542.480658	-0.004459	-0.000000	1.627566	1.739980
3547503291.188649	32.556328	551.373047	179.057617	32.437855	560.372267	32.674801	542.373827	-0.013457	-0.004320	1.617791	1.735093
3547503291.919164	32.546318	551.372501	178.942947	31.398945	560.299065	33.693692	542.445938	-0.008944	-0.000000	1.622678	1.739980
3547503292.596647	32.553188	551.368918	178.991486	31.840275	560.340638	33.266102	542.397199	-0.004459	-0.000000	1.627566	1.739980
3547503293.247102	32.557053	551.368972	179.055923	32.423338	560.367979	32.690768	542.369966	-0.013457	-0.030763	1.617791	1.705767
3547503293.906574	32.555025	551.371044	178.972687	31.673589	560.327777	33.436460	542.414310	-0.013457	-0.008665	1.617791	1.730205
3547503294.557029	32.547641	551.371026	178.942764	31.398633	560.297379	33.696650	542.444673	-0.008944	-0.008665	1.622678	1.730205
3547503295.241515	32.555116	551.374013	179.000031	31.918891	560.351497	33.191342	542.396529	-0.017997	0.008568	1.612903	1.749756
3547503295.913984	32.557908	551.372289	179.041321	32.292802	560.368384	32.823013	542.376195	-0.013457	-0.000000	1.617791	1.739980
3547503296.538423	32.556269	551.370254	179.011032	32.018846	560.354194	33.093691	542.386314	0.000000	-0.013035	1.632454	1.725318
3547503297.229912	32.554587	551.372117	178.963440	31.590369	560.320317	33.518804	542.423917	0.000000	-0.008665	1.632454	1.730205
3547503297.893379	32.566131	551.370570	178.972794	31.685653	560.327397	33.446610	542.413742	-0.004459	-0.008665	1.627566	1.730205
3547503298.607883	32.545213	551.370484	178.948532	31.447709	560.303315	33.642717	542.437652	-0.013457	-0.004320	1.617791	1.735093
3547503299.278356	32.549623	551.370412	178.966385	31.611762	560.321413	33.487485	542.419411	-0.008944	-0.013035	1.622678	1.725318
3547503299.977851	32.550957	551.371324	178.970810	31.652713	560.326387	33.449201	542.416260	-0.004459	-0.013035	1.627566	1.725318
3547503300.666335	32.558021	551.373679	179.043243	32.310211	560.370267	32.805830	542.377091	-0.013457	-0.004320	1.617791	1.735093
3547503301.356826	32.558010	551.373187	179.024292	32.139757	560.363463	32.976263	542.382911	-0.017997	0.004296	1.612903	1.744868
3547503302.013287	32.551187	551.367234	178.873291	30.785306	560.192293	34.317068	542.542176	0.008838	-0.035258	1.642229	1.700880
3547503302.686761	32.551198	551.370200	178.964325	31.594899	560.319250	33.507496	542.421150	-0.008944	-0.008665	1.622678	1.730205
3547503303.355232	32.558389	551.369834	178.898132	31.012256	560.236032	34.104521	542.503635	-0.008944	-0.004320	1.622678	1.735093
3547503304.089750	32.555473	551.374874	178.988464	31.815458	560.344399	33.295489	542.405350	-0.017997	-0.013035	1.612903	1.725318
3547503304.773232	32.560721	551.372659	179.028778	32.182803	560.364721	32.938638	542.380597	-0.013457	-0.017429	1.617791	1.720430
3547503305.412687	32.556870	551.364671	178.967911	31.632668	560.317093	33.481072	542.412250	-0.008944	-0.000000	1.622678	1.739980
3547503306.057138	32.553675	551.370078	178.977478	31.715164	560.330932	33.392186	542.409224	-0.004459	0.021243	1.627566	1.764418
3547503306.720606	32.558211	551.367884	178.958191	31.547038	560.310900	33.569384	542.424869	-0.013457	-0.008665	1.617791	1.730205
3547503307.412094	32.553616	551.369324	178.965988	31.612203	560.319952	33.495028	542.418696	-0.004459	-0.017429	1.627566	1.720430
3547503308.067558	32.559963	551.369974	179.035934	32.246405	560.364510	32.873521	542.375438	-0.004459	-0.008665	1.627566	1.730205
3547503308.698001	32.558877	551.367884	178.981247	31.754144	560.331835	33.363610	542.403934	-0.004459	-0.013035	1.627566	1.725318
3547503309.365472	32.561846	551.371342	178.953583	31.509473	560.309603	33.614219	542.433081	-0.013457	-0.008665	1.617791	1.730205
3547503310.048956	32.552677	551.368796	178.986923	31.798839	560.337170	33.306515	542.400422	-0.013457	-0.004320	1.617791	1.735093
3547503310.732438	32.556762	551.370692	179.128815	33.078770	560.355541	32.034754	542.385843	-0.008944	-0.021848	1.622678	1.715543
3547503311.428934	40.691656	551.357239	181.716248	44.975859	543.442341	36.407454	559.272137	-0.008944	-0.000000	1.622678	1.739980
3547503312.079390	56.003098	552.159533	183.475632	47.425364	549.435111	64.580832	554.883955	-0.017997	-0.013035	1.612903	1.725318
3547503312.769876	74.126979	553.010137	180.896561	82.835987	550.740075	65.417971	555.280198	-0.022565	-0.000000	1.608016	1.739980
3547503313.420333	93.983301	552.307805	174.146774	102.782532	554.198184	85.184070	550.417427	-0.013457	0.004296	1.617791	1.744868
3547503314.084805	114.535887	548.405199	163.502487	113.282947	539.492840	115.788827	557.317558	-0.022565	-0.013035	1.608016	1.725318
3547503314.742267	133.751087	540.200553	148.857246	142.147214	543.441701	125.354959	536.959405	-0.027160	-0.021848	1.603128	1.715543
3547503315.429751	149.953855	527.017185	131.706360	152.097826	518.276282	147.809885	535.758088	-0.008944	-0.008665	1.622678	1.730205
3547503316.108230	160.932893	510.241436	112.408752	166.651887	503.292112	155.213899	517.190760	-0.022565	-0.026293	1.608016	1.710655
3547503316.798717	165.098184	489.330841	88.199219	163.005884	480.577426	167.190484	498.084257	-0.027160	-0.008665	1.603128	1.730205
3547503317.481198	160.361113	469.038405	65.636982	157.389752	477.533758	163.332474	460.543053	0.000000	0.012817	1.632454	1.754643
3547503318.154673	150.125091	454.013426	47.099499	149.905594	463.010749	150.344589	445.016103	-0.027160	-0.004320	1.603128	1.735093
3547503318.817144	135.366129	442.809211	27.516997	129.183233	449.349226	141.549025	436.269195	-0.008944	-0.013035	1.622678	1.725318
3547503319.453591	119.432331	437.308548	9.974840	124.136993	444.980976	114.727669	429.636120	-0.022565	-0.008665	1.608016	1.730205
3547503320.129066	103.992228	436.495063	356.233643	112.485618	439.472029	95.498837	433.518098	-0.022565	-0.026293	1.608016	1.710655
3547503320.796537	88.335964	439.392751	343.378876	95.631893	444.662420	81.040034	434.123083	-0.036436	-0.000000	1.593353	1.739980
3547503321.441994	74.036161	445.624137	330.473602	79.165183	453.019617	68.907138	438.228657	-0.027160	-0.004320	1.603128	1.735093
3547503322.167505	62.221423	453.801819	318.125702	68.831399	459.909864	55.611446	447.693774	-0.013457	-0.013035	1.617791	1.725318
3547503323.006095	50.423329	466.193863	307.452240	54.124703	457.990215	46.721955	474.397510	-0.017997	-0.013035	1.612903	1.725318
3547503324.286998	34.959037	494.547784	288.322632	40.783745	487.686824	29.134329	501.408744	-0.027160	-0.013035	1.603128	1.725318
3547503324.977487	31.582386	506.693475	281.751801	39.114208	501.766846	24.050565	511.620103	-0.013457	-0.035258	1.617791	1.700880
3547503325.619939	29.291744	519.924027	278.182007	20.394231	521.278375	38.189257	518.569678	-0.013457	-0.000000	1.617791	1.739980
3547503326.901845	27.376088	546.146091	268.938293	35.884263	543.211647	18.867913	549.080536	-0.008944	-0.021848	1.622678	1.715543
3547503327.554305	28.345438	560.054506	264.052124	26.926315	551.167094	29.764560	568.941918	-0.013457	-0.030763	1.617791	1.705767
3547503328.247795	30.563310	573.032850	257.021027	35.567351	565.552236	25.559270	580.513464	-0.013457	-0.021848	1.617791	1.715543
3547503332.320668	35.020810	570.556433	100.165359	38.238443	562.151265	31.803177	578.961600	-0.013457	-0.004320	1.617791	1.735093
3547503333.001147	38.108157	554.022569	98.994614	47.102818	553.712625	29.113495	554.332513	-0.022565	-0.039780	1.608016	1.695992
3547503333.656610	39.838942	537.205841	92.658768	48.837449	537.369772	30.840435	537.041910	-0.008944	-0.000000	1.622678	1.739980
3547503334.329083	38.471811	519.758698	79.225914	44.173515	526.722215	32.770107	512.795181	-0.036436	-0.013035	1.593353	1.725318
3547503335.069609	33.938635	502.867315	67.831871	42.568907	500.314200	25.308362	505.420430	-0.008944	-0.026293	1.622678	1.710655
3547503335.780108	25.945764	486.811432	56.888950	22.941983	478.327489	28.949545	495.295376	-0.008944	-0.004320	1.622678	1.735093
3547503337.120054	15.504406	468.996331	102.340027	6.758667	471.120490	24.250145	466.872173	0.000000	-0.004320	1.632454	1.735093
3547503337.782521	17.754605	465.211351	129.498276	23.504078	472.135480	12.005132	458.287223	-0.004459	-0.048902	1.627566	1.686217
3547503338.414966	25.913519	455.227937	129.160858	29.046552	463.665004	22.780485	446.790870	-0.027160	-0.013035	1.603128	1.725318
3547503339.040413	35.040052	443.359633	123.058548	39.639723	451.095460	30.440381	435.623805	0.000000	-0.004320	1.632454	1.735093
3547503339.711882	43.222723	429.816137	116.457367	45.173074	438.602269	41.272371	421.030004	0.000000	-0.013035	1.632454	1.725318
3547503340.397366	49.433368	414.652622	107.773285	42.065113	409.484564	56.801622	419.820680	-0.008944	-0.030763	1.622678	1.705767
3547503341.127881	53.311592	399.177348	99.208572	62.035347	396.964634	44.587838	401.390062	-0.017997	-0.004320	1.612903	1.735093
3547503341.812365	54.665946	382.609616	88.160172	52.916951	373.781195	56.414941	391.438037	-0.013457	-0.008665	1.617791	1.730205
3547503343.196341	47.710264	351.123638	67.664116	56.645677	350.047355	38.774850	352.199921	-0.027160	-0.004320	1.603128	1.735093
3547503343.852804	39.951911	336.613082	56.732758	38.304445	327.765153	41.599377	345.461012	-0.017997	-0.013035	1.612903	1.725318
3547503344.480248	29.883376	324.457346	43.136929	36.617318	318.486246	23.149435	330.428446	-0.004459	-0.008665	1.627566	1.730205
3547503358.055827	52.332639	277.792551	133.194885	43.797488	274.937521	60.867790	280.647581	-0.008944	0.004296	1.622678	1.744868
3547503358.743308	63.094052	266.868917	134.056351	55.368494	271.485816	70.819610	262.252019	-0.008944	-0.013035	1.622678	1.725318
3547503359.442806	74.122168	255.431913	132.120972	72.563347	246.567936	75.680989	264.295889	-0.013457	-0.000000	1.617791	1.739980
3547503360.105277	84.539287	242.952124	129.599747	90.960579	249.258233	78.117995	236.646015	0.008838	0.037818	1.642229	1.783969
3547503361.436207	103.436930	219.436759	128.770462	103.123462	228.431298	103.750397	210.442220	-0.013457	-0.021848	1.617791	1.715543
3547503362.091675	113.896313	206.055555	124.471046	122.260500	202.732850	105.532125	209.378259	0.004432	-0.008665	1.637341	1.730205
3547503362.759140	122.464086	193.267036	123.509636	129.976062	198.223872	114.952110	188.310201	0.000000	0.008568	1.632454	1.749756
