Time	X	Y	Theta	LS_X	LS_Y	RS_X	RS_Y	RsRoL	RsRoR	VL	VR
3547661280.208120	47.235850	553.985938	178.834549	45.129479	562.735978	49.342221	545.235898	-0.009233	-0.019356	1.529814	1.417400
3547661280.929626	47.248563	553.989291	178.863876	45.399676	562.797334	49.097449	545.181248	-0.004602	-0.009612	1.534702	1.427175
3547661281.643129	47.256231	553.986746	178.922318	45.924961	562.887741	48.587502	545.085750	-0.009233	-0.009612	1.529814	1.427175
3547661282.319607	47.243960	553.988078	178.919373	45.886482	562.885114	48.601438	545.091041	-0.004602	-0.014467	1.534702	1.422287
3547661283.015097	47.248426	553.987482	178.825821	45.065766	562.718804	49.431087	545.256159	-0.009233	-0.009612	1.529814	1.427175
3547661283.735605	47.245263	553.989801	178.824707	45.052878	562.718687	49.437648	545.260915	-0.023305	-0.014467	1.515152	1.422287
3547661284.458117	47.245059	553.989449	178.811234	44.935267	562.688005	49.554850	545.290894	-0.013893	-0.019356	1.524927	1.417400
3547661285.133592	47.243587	553.990433	178.869858	45.447418	562.809377	49.039755	545.171489	-0.004602	-0.024278	1.534702	1.412512
3547661285.805066	47.245084	553.989991	178.865356	45.409236	562.800761	49.080931	545.179222	-0.018584	-0.029235	1.520039	1.407625
3547661286.511569	47.242445	553.987726	178.814972	44.965189	562.694855	49.519701	545.280596	-0.004602	0.004757	1.534702	1.441838
3547661287.179036	47.241921	553.986322	178.869827	45.445483	562.805212	49.038359	545.167433	-0.023305	-0.019356	1.529814	1.407625
3547661287.856514	47.250997	553.981299	178.843750	45.225223	562.750350	49.276770	545.212249	-0.013893	-0.029235	1.524927	1.407625
3547661288.521984	47.250692	553.990343	178.867462	45.433401	562.804959	49.067982	545.175727	-0.009233	-0.014467	1.529814	1.422287
3547661289.183451	47.245188	553.983583	178.795441	44.798315	562.644577	49.692060	545.322589	-0.000000	-0.014467	1.539589	1.422287
3547661289.862929	47.218484	553.986394	178.775208	44.596885	562.596110	49.840083	545.376677	-0.009233	-0.024278	1.529814	1.412512
3547661290.559420	47.254806	553.986814	178.842117	45.214718	562.752545	49.294894	545.221083	-0.004602	-0.019356	1.534702	1.417400
3547661291.290936	47.253801	553.981281	178.975174	46.394645	562.940179	48.112956	545.022384	-0.013893	-0.000000	1.524927	1.436950
3547661291.962409	47.240298	553.985040	178.829178	45.086960	562.723641	49.393636	545.246440	0.004573	-0.004789	1.544477	1.432063
3547661292.636887	47.250311	553.982071	178.907913	45.790970	562.862968	48.709652	545.101175	-0.013893	0.009482	1.524927	1.446725
3547661293.291350	47.255646	553.983091	178.869873	45.459612	562.802063	49.051680	545.164119	-0.023305	-0.034227	1.515152	1.402737
3547661294.045878	47.244481	553.984462	178.807785	44.904706	562.675001	49.584255	545.293924	-0.009233	-0.044314	1.529814	1.392962
