Time	X	Y	Theta	LS_X	LS_Y	RS_X	RS_Y	RsRoL	RsRoR	VL	VR
3547668763.212962	47.134168	552.578328	178.854965	45.206866	561.369545	49.061469	543.787110	-0.000000	0.013878	1.612903	1.505376
3547668763.901445	47.134785	552.573743	178.984650	46.360559	561.540380	47.909012	543.607106	-0.000000	-0.018934	1.612903	1.471163
3547668764.578924	47.137912	552.573007	179.026230	46.737082	561.564077	47.538742	543.581937	-0.004487	0.004656	1.608016	1.495601
3547668765.207369	47.136918	552.574324	179.020981	46.688899	561.563166	47.584936	543.585482	0.026361	-0.009405	1.642229	1.480938
3547668765.855824	47.125501	552.574059	178.840805	45.073912	561.337105	49.177090	543.811012	0.008893	-0.009405	1.622678	1.480938
3547668766.539308	47.136749	552.572637	178.961029	46.150961	561.518486	48.122537	543.626788	-0.004487	-0.009405	1.608016	1.480938
3547668767.190766	47.125408	552.571090	178.979614	46.306041	561.533714	47.944774	543.608465	0.004460	-0.018934	1.617791	1.471163
3547668767.858239	47.128179	552.571897	178.948944	46.034356	561.505181	48.222003	543.638614	0.004460	-0.023747	1.617791	1.466276
3547668768.535716	47.127479	552.569808	178.877823	45.401610	561.402779	48.853348	543.736837	0.008893	-0.018934	1.622678	1.471163
3547668769.189178	47.128247	552.567510	178.954178	46.081193	561.506396	48.175302	543.628625	-0.000000	-0.023747	1.612903	1.466276
3547668769.886669	47.144450	552.571847	178.946320	46.027185	561.502229	48.261715	543.641465	-0.000000	0.036416	1.612903	1.529814
3547668770.596172	47.124725	552.569284	179.009033	46.569346	561.552132	47.680105	543.586436	-0.000000	-0.009405	1.612903	1.480938
3547668771.287659	47.126948	552.570425	178.915924	45.738797	561.462728	48.515099	543.678123	-0.004487	-0.028591	1.608016	1.461388
3547668771.946123	47.139251	552.571567	178.904007	45.645231	561.446695	48.633272	543.696439	-0.004487	0.000000	1.608016	1.490714
3547668772.637617	47.120988	552.569650	178.826797	44.946855	561.303100	49.295121	543.836200	-0.000000	-0.023747	1.612903	1.466276
3547668773.307081	47.126567	552.573517	178.854858	45.198327	561.364528	49.054808	543.782505	-0.000000	-0.023747	1.612903	1.466276
