Time	X	Y	Theta	LS_X	LS_Y	RS_X	RS_Y	RsRoL	RsRoR	VL	VR
3547508866.345680	31.604382	550.476553	178.735870	28.646217	558.976510	34.562547	541.976597	-0.023887	-0.022601	1.451613	1.603128
3547508867.068189	31.898980	550.454337	178.743683	29.007310	558.977145	34.790650	541.931530	-0.028761	-0.013478	1.446725	1.612903
3547508867.805709	31.911063	550.447893	178.529984	27.277682	558.163577	36.544443	542.732208	-0.014236	-0.018026	1.461388	1.608016
3547508868.569250	31.898960	550.457902	178.762619	29.169189	559.033936	34.628732	541.881869	-0.019045	-0.031835	1.456500	1.593353
3547508869.262737	31.919886	550.457464	178.745041	29.039793	558.984191	34.799979	541.930738	-0.028761	-0.022601	1.446725	1.603128
3547508869.964232	31.915127	550.460168	178.777313	29.311664	559.075386	34.518590	541.844950	-0.023887	-0.045901	1.451613	1.578690
3547508870.712760	31.916737	550.462785	178.786545	29.392916	559.101669	34.440559	541.823900	-0.023887	-0.027204	1.451613	1.598240
3547508871.420260	31.899556	550.458534	178.722885	28.831270	558.919363	34.967843	541.997706	-0.023887	-0.018026	1.451613	1.608016
3547508872.138767	31.905205	550.453231	178.647903	28.211727	558.660437	35.598684	542.246026	-0.038609	-0.045901	1.436950	1.578690
3547508872.855273	31.908578	550.458394	178.793289	29.443078	559.114104	34.374079	541.802685	-0.033668	-0.045901	1.441838	1.578690
3547508873.530748	31.915960	550.460537	178.758148	29.147874	559.024281	34.684046	541.896794	-0.023887	0.000000	1.451613	1.627566
3547508874.320305	31.917800	550.456463	178.735901	28.959894	558.956509	34.875706	541.956416	-0.048591	-0.022601	1.427175	1.603128
3547508875.029807	31.901111	550.458588	178.854614	29.970724	559.249129	33.831498	541.668047	-0.038609	-0.041184	1.436950	1.583578
3547508875.788342	31.903436	550.457884	178.679947	28.474796	558.779208	35.332075	542.136561	-0.000000	-0.027204	1.476051	1.598240
3547508876.500844	31.894665	550.454039	178.777145	29.289755	559.068820	34.499574	541.839258	-0.058712	-0.041184	1.417400	1.583578
3547508877.255375	31.905994	550.460800	178.852310	29.955358	559.246869	33.856629	541.674730	-0.028761	-0.041184	1.446725	1.583578
3547508878.000901	31.913334	550.458132	178.752106	29.093552	559.004993	34.733115	541.911271	-0.028761	-0.027204	1.446725	1.598240
3547508878.704399	31.913384	550.457816	178.711670	28.750402	558.883702	35.076366	542.031931	0.009335	-0.018026	1.485826	1.608016
3547508879.362870	31.908440	550.453339	178.809692	29.585246	559.148324	34.231634	541.758354	-0.000000	-0.055425	1.476051	1.568915
3547508880.089377	31.909715	550.457658	178.798798	29.491931	559.126817	34.327499	541.788499	-0.000000	-0.055425	1.476051	1.568915
3547508880.800883	31.919315	550.454093	178.803009	29.538062	559.133358	34.300568	541.774829	-0.023887	-0.022601	1.451613	1.603128
3547508881.514383	31.911257	550.461679	178.912506	30.492720	559.349185	33.329793	541.574174	-0.028761	-0.055425	1.446725	1.568915
3547508882.225883	31.905884	550.457536	178.795563	29.460069	559.118829	34.351699	541.796243	-0.014236	-0.031835	1.461388	1.593353
3547508882.995425	31.900222	550.457306	178.790039	29.406603	559.104957	34.393842	541.809656	-0.028761	-0.027204	1.446725	1.598240
3547508883.699923	31.901840	550.460362	178.863525	30.049862	559.267755	33.753817	541.652968	-0.043583	0.000000	1.432063	1.627566
3547508884.388409	31.902048	550.456427	178.705933	28.690777	558.864027	35.113319	542.048827	-0.033668	-0.027204	1.441838	1.598240
3547508885.100914	31.912982	550.454653	178.881409	30.218797	559.293756	33.607166	541.615550	-0.038609	-0.031835	1.436950	1.593353
